symbol,announcement_ts_utc,effective_ts_utc,announcement_title,announcement_code,announcement_url,announcement_catalog_id,announcement_catalog_name,announcement_parse_status,announcement_body_excerpt,effective_day
UBERUSDT,2026-05-13 11:45:01 UTC,2026-05-15 13:45:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15),3c04310db1ad4e0fbe234d2c00d0c785,https://www.binance.com/en/support/announcement/3c04310db1ad4e0fbe234d2c00d0c785,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-15 13:30 (UTC): LITEUSDT Perpetual Contract with up to 10x 2026-05-15 13:35 (UTC): OR",2026-05-15
CSCOUSDT,2026-05-13 11:45:01 UTC,2026-05-15 13:50:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15),3c04310db1ad4e0fbe234d2c00d0c785,https://www.binance.com/en/support/announcement/3c04310db1ad4e0fbe234d2c00d0c785,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-15 13:30 (UTC): LITEUSDT Perpetual Contract with up to 10x 2026-05-15 13:35 (UTC): OR",2026-05-15
HDUSDT,2026-05-13 11:45:01 UTC,2026-05-15 13:55:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15),3c04310db1ad4e0fbe234d2c00d0c785,https://www.binance.com/en/support/announcement/3c04310db1ad4e0fbe234d2c00d0c785,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-15 13:30 (UTC): LITEUSDT Perpetual Contract with up to 10x 2026-05-15 13:35 (UTC): OR",2026-05-15
OPGUSDT,2026-04-22 14:51:55 UTC,2026-04-22 15:30:00 UTC,Binance Futures Will Launch USDS-Margined OPGUSDT Perpetual Contract (2026-04-22),e4b4751f7ee845dd9df5c1bfd94ade51,https://www.binance.com/en/support/announcement/e4b4751f7ee845dd9df5c1bfd94ade51,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined OPGUSDT Perpetual Contract (2026-04-22) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-22 15:30 (UTC): OPGUSDT Perpetual Contract with up to 20x leverage More details on the aforeme",2026-04-22
MSFTUSDT,2026-04-16 09:44:56 UTC,2026-04-20 13:30:00 UTC,"Binance Futures Will Launch MSFTUSDT, AVGOUSDT and BABAUSDT USDS-Margined Perpetual Contracts (2026-04-20)",16fe15060947481ab240fb398230a3ee,https://www.binance.com/en/support/announcement/16fe15060947481ab240fb398230a3ee,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch MSFTUSDT, AVGOUSDT and BABAUSDT USDS-Margined Perpetual Contracts (2026-04-20) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-20 13:30 (UTC): MSFTUSDT Perpetual Contract with up to 10x 2026-04-20",2026-04-20
AVGOUSDT,2026-04-16 09:44:56 UTC,2026-04-20 13:40:00 UTC,"Binance Futures Will Launch MSFTUSDT, AVGOUSDT and BABAUSDT USDS-Margined Perpetual Contracts (2026-04-20)",16fe15060947481ab240fb398230a3ee,https://www.binance.com/en/support/announcement/16fe15060947481ab240fb398230a3ee,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch MSFTUSDT, AVGOUSDT and BABAUSDT USDS-Margined Perpetual Contracts (2026-04-20) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-20 13:30 (UTC): MSFTUSDT Perpetual Contract with up to 10x 2026-04-20",2026-04-20
BABAUSDT,2026-04-16 09:44:56 UTC,2026-04-20 13:50:00 UTC,"Binance Futures Will Launch MSFTUSDT, AVGOUSDT and BABAUSDT USDS-Margined Perpetual Contracts (2026-04-20)",16fe15060947481ab240fb398230a3ee,https://www.binance.com/en/support/announcement/16fe15060947481ab240fb398230a3ee,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch MSFTUSDT, AVGOUSDT and BABAUSDT USDS-Margined Perpetual Contracts (2026-04-20) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-20 13:30 (UTC): MSFTUSDT Perpetual Contract with up to 10x 2026-04-20",2026-04-20
CHIPUSDT,2026-04-16 06:14:15 UTC,2026-04-16 07:15:00 UTC,Binance Futures Will Launch USDS-Margined CHIPUSDT Perpetual Contract Pre-Market Trading (2026-04-16),9db6d823933341f1abcc04ed9ceab35d,https://www.binance.com/en/support/announcement/9db6d823933341f1abcc04ed9ceab35d,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined CHIPUSDT Perpetual Contract Pre-Market Trading (2026-04-16) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, Binance Futures will launch CHIPUSDT perpetual contract pre-market trading starting at 2026-04-16 07:15 (UTC) with up to 5x leverage. More details on the",2026-04-16
GENIUSUSDT,2026-04-16 02:03:08 UTC,2026-04-16 03:30:00 UTC,Binance Futures Will Launch USDS-Margined GENIUSUSDT Perpetual Contract (2026-04-16),741ea1c99c1e4897a5bd77aa5db4abc4,https://www.binance.com/en/support/announcement/741ea1c99c1e4897a5bd77aa5db4abc4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined GENIUSUSDT Perpetual Contract (2026-04-16) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-16 03:30 (UTC): GENIUSUSDT Perpetual Contract with up to 20x leverage More details on the a",2026-04-16
MUUSDT,2026-04-03 13:30:07 UTC,2026-04-07 13:30:00 UTC,Binance Futures Will Launch MUUSDT and SNDKUSDT USDS-Margined Equity Perpetual Contracts (2026-04-07),80549fadb3e447d1a859b8cedd0ccd69,https://www.binance.com/en/support/announcement/80549fadb3e447d1a859b8cedd0ccd69,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch MUUSDT and SNDKUSDT USDS-Margined Equity Perpetual Contracts (2026-04-07) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-07 13:30 (UTC): MUUSDT Equity Perpetual Contract with up to 10x 2026-04-07",2026-04-07
SNDKUSDT,2026-04-03 13:30:07 UTC,2026-04-07 13:40:00 UTC,Binance Futures Will Launch MUUSDT and SNDKUSDT USDS-Margined Equity Perpetual Contracts (2026-04-07),80549fadb3e447d1a859b8cedd0ccd69,https://www.binance.com/en/support/announcement/80549fadb3e447d1a859b8cedd0ccd69,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch MUUSDT and SNDKUSDT USDS-Margined Equity Perpetual Contracts (2026-04-07) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-07 13:30 (UTC): MUUSDT Equity Perpetual Contract with up to 10x 2026-04-07",2026-04-07
QQQUSDT,2026-04-02 09:15:03 UTC,2026-04-06 13:30:00 UTC,"Binance Futures Will Launch QQQUSDT, SPYUSDT, AAPLUSDT and TSMUSDT USDS-Margined Perpetual Contracts (2026-04-06)",4cde981dc32d4268b7645e9d16e8d63a,https://www.binance.com/en/support/announcement/4cde981dc32d4268b7645e9d16e8d63a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch QQQUSDT, SPYUSDT, AAPLUSDT and TSMUSDT USDS-Margined Perpetual Contracts (2026-04-06) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-06 13:30 (UTC): QQQUSDT Index Perpetual Contract with up to 10",2026-04-06
SPYUSDT,2026-04-02 09:15:03 UTC,2026-04-06 13:40:00 UTC,"Binance Futures Will Launch QQQUSDT, SPYUSDT, AAPLUSDT and TSMUSDT USDS-Margined Perpetual Contracts (2026-04-06)",4cde981dc32d4268b7645e9d16e8d63a,https://www.binance.com/en/support/announcement/4cde981dc32d4268b7645e9d16e8d63a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch QQQUSDT, SPYUSDT, AAPLUSDT and TSMUSDT USDS-Margined Perpetual Contracts (2026-04-06) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-06 13:30 (UTC): QQQUSDT Index Perpetual Contract with up to 10",2026-04-06
AAPLUSDT,2026-04-02 09:15:03 UTC,2026-04-06 13:50:00 UTC,"Binance Futures Will Launch QQQUSDT, SPYUSDT, AAPLUSDT and TSMUSDT USDS-Margined Perpetual Contracts (2026-04-06)",4cde981dc32d4268b7645e9d16e8d63a,https://www.binance.com/en/support/announcement/4cde981dc32d4268b7645e9d16e8d63a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch QQQUSDT, SPYUSDT, AAPLUSDT and TSMUSDT USDS-Margined Perpetual Contracts (2026-04-06) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-06 13:30 (UTC): QQQUSDT Index Perpetual Contract with up to 10",2026-04-06
TSMUSDT,2026-04-02 09:15:03 UTC,2026-04-06 14:00:00 UTC,"Binance Futures Will Launch QQQUSDT, SPYUSDT, AAPLUSDT and TSMUSDT USDS-Margined Perpetual Contracts (2026-04-06)",4cde981dc32d4268b7645e9d16e8d63a,https://www.binance.com/en/support/announcement/4cde981dc32d4268b7645e9d16e8d63a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch QQQUSDT, SPYUSDT, AAPLUSDT and TSMUSDT USDS-Margined Perpetual Contracts (2026-04-06) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-06 13:30 (UTC): QQQUSDT Index Perpetual Contract with up to 10",2026-04-06
PRLUSDT,2026-04-01 09:51:00 UTC,2026-04-01 10:30:00 UTC,Binance Futures Will Launch USDS-Margined PRLUSDT Perpetual Contract (2026-04-01),0116dd83010043bd95c37626e2277bbe,https://www.binance.com/en/support/announcement/0116dd83010043bd95c37626e2277bbe,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined PRLUSDT Perpetual Contract (2026-04-01) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-01 10:30 (UTC): PRLUSDT Perpetual Contract with up to 20x leverage More details on the aforeme",2026-04-01
BASEDUSDT,2026-03-30 09:40:42 UTC,2026-03-30 10:00:00 UTC,Binance Futures Will Launch USDS-Margined BASEDUSDT Perpetual Contract (2026-03-30),63341635f7b94af2835eba2dc72d07d4,https://www.binance.com/en/support/announcement/63341635f7b94af2835eba2dc72d07d4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined BASEDUSDT Perpetual Contract (2026-03-30) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-03-30 10:00 (UTC): BASEDUSDT Perpetual Contract with up to 50x leverage More details on the afo",2026-03-30
CLUSDT,2026-03-30 13:00:35 UTC,2026-04-01 09:00:00 UTC,"Binance Futures Will Launch USDS-Margined CLUSDT, BZUSDT and NATGASUSDT Perpetual Contracts (2026-04-01)",e7a10ca855524655ab3dea73add40ef4,https://www.binance.com/en/support/announcement/e7a10ca855524655ab3dea73add40ef4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined CLUSDT, BZUSDT and NATGASUSDT Perpetual Contracts (2026-04-01) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-01 09:00 (UTC): CLUSDT Perpetual Contract with up to 100x leverage 2026",2026-04-01
BZUSDT,2026-03-30 13:00:35 UTC,2026-04-01 09:10:00 UTC,"Binance Futures Will Launch USDS-Margined CLUSDT, BZUSDT and NATGASUSDT Perpetual Contracts (2026-04-01)",e7a10ca855524655ab3dea73add40ef4,https://www.binance.com/en/support/announcement/e7a10ca855524655ab3dea73add40ef4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined CLUSDT, BZUSDT and NATGASUSDT Perpetual Contracts (2026-04-01) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-01 09:00 (UTC): CLUSDT Perpetual Contract with up to 100x leverage 2026",2026-04-01
